input log file location, C:\Users\hotschmoe\Documents\GitHub\specula\results\qualcomm_dissect\prof\clean_part1\qnn-profiling-data_0.log
qnn-profile-viewer version, v2.45.40.260406130939
qnn-net-run version, v2.45.40.260406130939
Backend version, v2.45.40.260406130939
Msg Timestamp, Message, Time, Unit of Measurement, Timing Source, Event Level, Event Identifier
18154880370,EXECUTE,8,COUNT,BACKEND,ROOT,Number of HVX threads used
18154880370,EXECUTE,105,US,BACKEND,ROOT,RPC (execute) time
18154880370,EXECUTE,98,US,BACKEND,ROOT,QNN accelerator (execute) time
18154880370,EXECUTE,81,US,BACKEND,ROOT,Accelerator (execute) time
18154880370,EXECUTE,57,US,BACKEND,ROOT,Accelerator (execute excluding wait) time
18154880370,EXECUTE,125,US,BACKEND,ROOT,QNN (execute) time
18155031149,EXECUTE,88,US,NETRUN,ROOT,Graph 6: prompt_ar128_cl3072_1_of_4
18155031149,EXECUTE,8,COUNT,BACKEND,ROOT,Number of HVX threads used
18155031149,EXECUTE,80,US,BACKEND,ROOT,RPC (execute) time
18155031149,EXECUTE,74,US,BACKEND,ROOT,QNN accelerator (execute) time
18155031149,EXECUTE,60,US,BACKEND,ROOT,Accelerator (execute) time
18155031149,EXECUTE,41,US,BACKEND,ROOT,Accelerator (execute excluding wait) time
18155031149,EXECUTE,86,US,BACKEND,ROOT,QNN (execute) time
18155183571,EXECUTE,125,US,NETRUN,ROOT,Graph 6: prompt_ar128_cl3072_1_of_4
18155183571,EXECUTE,8,COUNT,BACKEND,ROOT,Number of HVX threads used
18155183571,EXECUTE,83,US,BACKEND,ROOT,RPC (execute) time
18155183571,EXECUTE,74,US,BACKEND,ROOT,QNN accelerator (execute) time
18155183571,EXECUTE,60,US,BACKEND,ROOT,Accelerator (execute) time
18155183571,EXECUTE,41,US,BACKEND,ROOT,Accelerator (execute excluding wait) time
18155183571,EXECUTE,114,US,BACKEND,ROOT,QNN (execute) time
18155339106,EXECUTE,106,US,NETRUN,ROOT,Graph 6: prompt_ar128_cl3072_1_of_4
18155339106,EXECUTE,8,COUNT,BACKEND,ROOT,Number of HVX threads used
18155339106,EXECUTE,95,US,BACKEND,ROOT,RPC (execute) time
18155339106,EXECUTE,70,US,BACKEND,ROOT,QNN accelerator (execute) time
18155339106,EXECUTE,57,US,BACKEND,ROOT,Accelerator (execute) time
18155339106,EXECUTE,39,US,BACKEND,ROOT,Accelerator (execute excluding wait) time
18155339106,EXECUTE,104,US,BACKEND,ROOT,QNN (execute) time
18155506095,EXECUTE,93,US,NETRUN,ROOT,Graph 6: prompt_ar128_cl3072_1_of_4
18155506095,EXECUTE,8,COUNT,BACKEND,ROOT,Number of HVX threads used
18155506095,EXECUTE,77,US,BACKEND,ROOT,RPC (execute) time
18155506095,EXECUTE,71,US,BACKEND,ROOT,QNN accelerator (execute) time
18155506095,EXECUTE,56,US,BACKEND,ROOT,Accelerator (execute) time
18155506095,EXECUTE,40,US,BACKEND,ROOT,Accelerator (execute excluding wait) time
18155506095,EXECUTE,90,US,BACKEND,ROOT,QNN (execute) time
18154729689,EXECUTE,165,US,NETRUN,ROOT,Graph 7: token_ar1_cl3072_1_of_4
18154729689,EXECUTE,8,COUNT,BACKEND,ROOT,Number of HVX threads used
18154729689,EXECUTE,146,US,BACKEND,ROOT,RPC (execute) time
